student_id,enrolled_courses,video_watch_mins,avg_quiz_score,days_active,completion_status
STU_04846,"Deep Learning, Blockchain, Web Development, Machine Learning",324,71.6,16,0
STU_04847,"Python Programming, Machine Learning, Cyber Security",429,32.8,4,0
STU_04848,"Machine Learning, Data Visualization, Cyber Security",1117,82.6,40,1
STU_04849,"Python Programming, Deep Learning, Cyber Security, Cloud Computing, Machine Learning",478,76.8,1,0
STU_04850,"Machine Learning, Artificial Intelligence, Blockchain",771,85.7,70,1
STU_04851,"Web Development, Cloud Computing, Python Programming, Deep Learning, Artificial Intelligence",1169,90.4,47,1
STU_04852,"Machine Learning, Deep Learning, Cyber Security",1592,86.1,35,1
STU_04853,"Cyber Security, Machine Learning, Blockchain, Data Visualization",1401,91.6,38,1
STU_04854,"Web Development, Blockchain",146,66.4,1,1
STU_04855,"Cloud Computing, Data Visualization",634,100.0,37,1
STU_04856,"Data Visualization, Machine Learning, Artificial Intelligence, Blockchain",1116,87.9,64,1
STU_04857,"Cyber Security, Cloud Computing",1121,85.6,33,1
STU_04858,"Data Visualization, Blockchain, Python Programming",372,56.2,9,0
STU_04859,"Data Science, Artificial Intelligence, Cyber Security",1441,85.9,44,1
STU_04860,"Machine Learning, Blockchain",347,43.6,14,1
STU_04861,"Machine Learning, Data Science, Blockchain",368,63.1,6,0
STU_04862,"Cyber Security, Artificial Intelligence",68,35.9,9,1
STU_04863,"Data Science, Cyber Security",766,70.9,10,0
STU_04864,"Artificial Intelligence, Data Visualization",499,71.4,12,0
STU_04865,"Blockchain, Data Science",155,60.9,13,0
STU_04866,"Data Visualization, Cyber Security, Web Development, Cloud Computing",1121,100.0,54,1
STU_04867,"Cloud Computing, Data Science, Cyber Security, Artificial Intelligence",1196,90.9,14,1
STU_04868,Data Science,521,75.7,8,0
STU_04869,"Deep Learning, Data Science, Python Programming, Machine Learning",153,56.0,10,0
STU_04870,"Web Development, Machine Learning",295,81.4,5,1
STU_04871,Machine Learning,1059,83.1,47,1
STU_04872,"Data Science, Blockchain, Cloud Computing, Web Development",309,58.6,15,1
STU_04873,"Cyber Security, Machine Learning, Data Science",1568,81.4,63,0
STU_04874,"Cyber Security, Deep Learning, Blockchain, Data Visualization, Machine Learning",883,92.9,33,1
STU_04875,"Data Science, Data Visualization, Python Programming, Artificial Intelligence",211,46.2,10,0
STU_04876,"Web Development, Machine Learning",262,50.1,12,1
STU_04877,"Machine Learning, Python Programming",431,59.8,1,0
STU_04878,"Cloud Computing, Artificial Intelligence, Blockchain, Deep Learning, Machine Learning",1333,79.8,41,1
STU_04879,"Data Science, Web Development",1718,100.0,42,1
STU_04880,"Artificial Intelligence, Web Development",1311,65.0,32,1
STU_04881,"Blockchain, Python Programming, Data Visualization",1582,92.0,49,1
STU_04882,"Cyber Security, Python Programming",1187,87.9,72,1
STU_04883,"Artificial Intelligence, Blockchain, Deep Learning, Python Programming, Machine Learning",1648,83.8,47,1
STU_04884,"Deep Learning, Data Science, Cloud Computing, Machine Learning",339,24.8,14,0
STU_04885,Python Programming,1194,61.8,36,1
STU_04886,"Cloud Computing, Python Programming, Data Science",1053,70.3,52,1
STU_04887,"Data Visualization, Cyber Security, Deep Learning, Machine Learning",1181,94.4,82,1
STU_04888,"Deep Learning, Python Programming",994,96.3,24,1
STU_04889,Python Programming,184,43.6,14,0
STU_04890,"Blockchain, Deep Learning, Data Visualization",1302,89.0,43,1
STU_04891,"Machine Learning, Cloud Computing, Cyber Security, Data Science",583,29.4,15,0
STU_04892,"Web Development, Artificial Intelligence",274,38.9,7,1
STU_04893,"Web Development, Cyber Security",1244,100.0,37,1
STU_04894,"Cloud Computing, Machine Learning",89,66.3,8,1
STU_04895,"Blockchain, Data Visualization",325,55.9,17,0
STU_04896,"Deep Learning, Web Development, Machine Learning",154,62.7,1,0
STU_04897,"Artificial Intelligence, Data Science, Data Visualization, Cyber Security, Web Development",406,53.9,9,0
STU_04898,"Artificial Intelligence, Cloud Computing",1298,87.8,78,1
STU_04899,Machine Learning,604,38.9,9,0
STU_04900,"Blockchain, Machine Learning, Web Development, Data Science",936,82.0,55,1
STU_04901,"Deep Learning, Artificial Intelligence, Cloud Computing, Machine Learning",889,97.8,45,1
STU_04902,"Cyber Security, Data Visualization, Data Science",188,46.1,4,0
STU_04903,"Web Development, Blockchain, Cloud Computing",888,75.5,54,1
STU_04904,"Data Science, Deep Learning, Data Visualization",1198,79.6,70,1
STU_04905,Machine Learning,1588,99.3,43,1
STU_04906,"Blockchain, Data Science, Web Development, Machine Learning",904,83.1,23,1
STU_04907,"Cyber Security, Python Programming",370,61.8,6,0
STU_04908,Cloud Computing,495,75.0,4,0
STU_04909,"Data Visualization, Machine Learning, Artificial Intelligence",1184,90.2,54,1
STU_04910,"Deep Learning, Data Visualization, Machine Learning",1852,100.0,16,1
STU_04911,"Blockchain, Cloud Computing, Data Visualization, Python Programming, Deep Learning, Machine Learning",1233,84.7,21,1
STU_04912,"Cloud Computing, Data Visualization",339,52.8,4,0
STU_04913,Artificial Intelligence,1278,84.7,62,1
STU_04914,Cyber Security,413,27.7,8,0
STU_04915,"Machine Learning, Python Programming, Blockchain, Cloud Computing",1148,71.8,51,1
STU_04916,"Data Visualization, Web Development, Data Science, Python Programming",689,46.0,3,0
STU_04917,"Deep Learning, Cyber Security, Data Visualization",10,65.4,10,0
STU_04918,"Blockchain, Data Visualization, Deep Learning, Data Science",346,31.4,10,0
STU_04919,Machine Learning,1170,100.0,55,1
STU_04920,"Cyber Security, Data Visualization, Cloud Computing, Python Programming, Blockchain",451,13.9,11,0
STU_04921,"Deep Learning, Blockchain",1523,84.3,28,1
STU_04922,"Data Science, Cloud Computing",994,84.6,35,1
STU_04923,Data Visualization,174,76.3,11,0
STU_04924,"Machine Learning, Data Science, Blockchain, Cyber Security, Data Visualization",90,53.8,19,0
STU_04925,"Web Development, Cyber Security, Cloud Computing",375,59.6,12,0
STU_04926,"Artificial Intelligence, Web Development",1096,83.9,48,1
STU_04927,"Data Visualization, Python Programming, Artificial Intelligence, Web Development",256,33.1,9,0
STU_04928,"Python Programming, Machine Learning, Cyber Security",333,44.9,13,0
STU_04929,"Artificial Intelligence, Python Programming",1280,77.6,36,1
STU_04930,"Cloud Computing, Data Science, Artificial Intelligence, Web Development",975,92.1,17,0
STU_04931,"Python Programming, Deep Learning",1138,78.7,58,1
STU_04932,"Artificial Intelligence, Python Programming",1138,97.8,36,1
STU_04933,"Cloud Computing, Machine Learning, Artificial Intelligence",238,74.8,10,0
STU_04934,"Web Development, Data Visualization",1598,74.9,34,1
STU_04935,Cyber Security,1545,87.9,33,1
STU_04936,Web Development,1203,83.1,43,1
STU_04937,"Cloud Computing, Deep Learning",970,77.2,57,1
STU_04938,"Deep Learning, Data Visualization",1327,81.5,57,1
STU_04939,"Python Programming, Cyber Security",454,31.0,17,0
STU_04940,"Data Visualization, Cyber Security",133,40.0,16,0
STU_04941,"Python Programming, Deep Learning, Machine Learning",1756,90.7,54,1
STU_04942,"Cloud Computing, Python Programming, Deep Learning, Machine Learning",1052,79.3,74,1
STU_04943,"Data Science, Data Visualization",112,56.9,1,0
STU_04944,"Cloud Computing, Web Development, Data Science",755,89.9,37,1
STU_04945,"Python Programming, Artificial Intelligence",1650,81.9,22,1
STU_04946,"Blockchain, Data Science",444,67.0,1,0
STU_04947,"Python Programming, Cyber Security",385,79.3,7,0
STU_04948,"Python Programming, Artificial Intelligence",176,60.3,1,0
STU_04949,"Cyber Security, Web Development, Cloud Computing",982,90.9,42,1
STU_04950,"Web Development, Deep Learning",366,69.9,13,0
STU_04951,"Blockchain, Data Visualization",1352,88.3,52,1
STU_04952,"Blockchain, Data Science, Artificial Intelligence",391,44.2,9,0
STU_04953,"Data Science, Deep Learning",1184,83.9,19,1
STU_04954,"Blockchain, Cloud Computing, Machine Learning",1432,81.9,63,1
STU_04955,"Artificial Intelligence, Data Science, Data Visualization, Python Programming",1045,94.5,29,1
STU_04956,"Blockchain, Data Visualization, Cloud Computing, Machine Learning",871,80.1,59,1
STU_04957,"Cloud Computing, Blockchain, Artificial Intelligence",285,38.0,14,1
STU_04958,"Artificial Intelligence, Python Programming",500,45.0,14,0
STU_04959,Web Development,173,52.6,6,1
STU_04960,"Machine Learning, Deep Learning, Web Development, Data Visualization",785,82.2,66,1
STU_04961,"Machine Learning, Cyber Security, Data Science",16,67.2,14,0
STU_04962,"Data Visualization, Deep Learning, Blockchain, Machine Learning",1542,100.0,59,1
STU_04963,"Python Programming, Data Visualization",1101,93.0,48,1
STU_04964,"Cyber Security, Data Science",154,50.8,16,0
STU_04965,"Cyber Security, Blockchain, Python Programming",898,78.4,67,1
STU_04966,"Artificial Intelligence, Cyber Security, Python Programming",64,58.2,10,0
STU_04967,"Data Visualization, Deep Learning, Cloud Computing",1149,81.1,46,1
STU_04968,"Cyber Security, Python Programming, Cloud Computing",863,100.0,52,1
STU_04969,"Web Development, Deep Learning, Cloud Computing, Python Programming, Blockchain",833,76.9,47,1
STU_04970,"Artificial Intelligence, Blockchain, Machine Learning",811,92.5,30,1
STU_04971,"Blockchain, Web Development, Python Programming",1182,82.3,45,1
STU_04972,"Cyber Security, Blockchain",448,42.4,5,0
STU_04973,"Deep Learning, Machine Learning",291,54.6,13,0
STU_04974,"Deep Learning, Blockchain",671,75.2,30,1
STU_04975,"Data Science, Data Visualization, Artificial Intelligence",1187,86.3,49,1
STU_04976,"Cyber Security, Data Visualization, Artificial Intelligence",1669,90.7,49,1
STU_04977,"Python Programming, Cyber Security, Data Visualization, Web Development",280,77.1,10,0
STU_04978,"Machine Learning, Data Science, Web Development",613,73.0,51,1
STU_04979,"Web Development, Python Programming, Deep Learning",1859,77.1,39,1
STU_04980,"Machine Learning, Data Science",741,84.7,61,1
STU_04981,"Blockchain, Web Development",1228,82.5,17,1
STU_04982,"Machine Learning, Blockchain, Data Science",1287,93.1,36,0
STU_04983,"Cyber Security, Python Programming",1204,85.7,64,1
STU_04984,"Web Development, Python Programming, Machine Learning",177,47.0,4,0
STU_04985,"Artificial Intelligence, Cyber Security",726,96.5,29,1
STU_04986,"Data Science, Data Visualization",1003,65.6,27,1
STU_04987,"Artificial Intelligence, Cloud Computing",1626,95.4,34,1
STU_04988,"Data Visualization, Cloud Computing, Cyber Security, Python Programming",292,54.3,11,0
STU_04989,"Data Visualization, Cyber Security, Deep Learning, Machine Learning",623,79.6,43,1
STU_04990,"Artificial Intelligence, Web Development, Deep Learning, Data Science",179,55.7,8,0
STU_04991,"Artificial Intelligence, Machine Learning, Data Science, Data Visualization",1018,79.6,33,1
STU_04992,"Artificial Intelligence, Machine Learning",424,34.0,2,0
STU_04993,"Python Programming, Deep Learning, Cyber Security, Blockchain",96,80.7,13,0
STU_04994,Blockchain,1213,82.5,28,1
STU_04995,Artificial Intelligence,1017,87.2,44,1
STU_04996,"Cloud Computing, Web Development, Python Programming, Data Science, Data Visualization",989,66.0,30,1
STU_04997,"Machine Learning, Web Development, Cloud Computing, Python Programming, Data Science",523,90.8,26,1
STU_04998,"Machine Learning, Data Science, Artificial Intelligence",1062,68.3,38,1
STU_04999,"Python Programming, Artificial Intelligence",1227,65.3,45,1
STU_05000,Machine Learning,397,49.3,10,0
STU_05001,"Blockchain, Machine Learning, Python Programming",1427,97.6,38,1
STU_05002,"Cyber Security, Web Development, Python Programming",1269,81.1,31,1
STU_05003,"Cloud Computing, Web Development, Deep Learning, Artificial Intelligence, Machine Learning",377,55.0,9,1
STU_05004,Web Development,935,78.2,48,0
STU_05005,"Artificial Intelligence, Data Visualization",1460,76.6,49,1
STU_05006,Cloud Computing,1121,84.0,38,0
STU_05007,"Artificial Intelligence, Data Science, Deep Learning, Web Development, Machine Learning",954,95.9,31,1
STU_05008,"Artificial Intelligence, Machine Learning",396,49.8,1,1
STU_05009,"Deep Learning, Cyber Security, Data Science",1228,100.0,42,1
STU_05010,"Cyber Security, Artificial Intelligence",338,78.0,17,0
STU_05011,Blockchain,721,98.7,56,1
STU_05012,"Python Programming, Data Science, Machine Learning",391,42.5,14,0
STU_05013,"Cloud Computing, Data Science",995,78.5,54,1
STU_05014,"Data Science, Cloud Computing, Machine Learning",312,69.8,3,1
STU_05015,"Deep Learning, Machine Learning, Web Development",861,88.2,29,1
STU_05016,Artificial Intelligence,1781,87.7,45,1
STU_05017,"Python Programming, Cyber Security",1033,88.3,52,1
STU_05018,"Data Visualization, Cyber Security, Cloud Computing",52,63.3,16,0
STU_05019,"Deep Learning, Web Development, Cloud Computing",1170,93.6,36,1
STU_05020,"Web Development, Machine Learning",1059,70.1,52,1
STU_05021,"Deep Learning, Python Programming",1634,90.1,57,0
STU_05022,Machine Learning,657,83.1,52,1
STU_05023,"Cloud Computing, Machine Learning, Artificial Intelligence, Data Visualization, Data Science",1210,81.2,52,1
STU_05024,"Data Visualization, Python Programming, Cloud Computing",1921,78.6,10,1
STU_05025,"Cyber Security, Web Development, Cloud Computing",322,65.1,1,1
STU_05026,"Web Development, Data Science, Data Visualization",339,42.8,9,0
STU_05027,"Artificial Intelligence, Web Development",1453,89.9,58,0
STU_05028,"Data Science, Data Visualization, Deep Learning",1773,76.5,42,1
STU_05029,"Web Development, Data Visualization, Data Science, Python Programming, Cloud Computing",1763,77.3,34,1
STU_05030,"Cyber Security, Web Development, Machine Learning, Cloud Computing, Deep Learning",307,48.1,11,0
STU_05031,"Data Visualization, Machine Learning, Python Programming, Blockchain, Data Science",1140,100.0,32,1
STU_05032,"Cloud Computing, Data Science, Python Programming",336,56.2,6,0
STU_05033,"Data Science, Web Development, Artificial Intelligence",356,64.4,12,0
STU_05034,"Python Programming, Machine Learning, Artificial Intelligence",1108,73.5,50,1
STU_05035,"Blockchain, Artificial Intelligence, Data Visualization, Web Development",277,60.1,9,0
STU_05036,"Machine Learning, Cyber Security",1541,97.3,61,1
STU_05037,"Deep Learning, Data Science",126,49.8,7,0
STU_05038,"Cloud Computing, Web Development, Python Programming, Blockchain, Machine Learning",114,43.7,15,0
STU_05039,"Deep Learning, Machine Learning, Cyber Security, Data Science, Artificial Intelligence",1008,100.0,8,1
STU_05040,"Cloud Computing, Data Science",940,90.8,9,1
STU_05041,"Python Programming, Machine Learning, Data Visualization",197,74.0,12,0
STU_05042,"Data Visualization, Artificial Intelligence, Machine Learning, Cloud Computing, Web Development",1696,93.2,41,1
STU_05043,"Data Visualization, Deep Learning, Blockchain, Cloud Computing",1620,97.5,47,1
STU_05044,"Cyber Security, Data Visualization",917,100.0,26,1
STU_05045,"Machine Learning, Cloud Computing, Python Programming, Cyber Security",343,54.6,4,1
STU_05046,"Blockchain, Deep Learning, Machine Learning",346,53.7,10,0
STU_05047,"Deep Learning, Machine Learning",1135,73.6,40,1
STU_05048,"Cloud Computing, Web Development",1688,77.9,24,1
STU_05049,Blockchain,568,76.1,9,0
STU_05050,"Blockchain, Web Development",203,65.1,1,0
STU_05051,"Cyber Security, Artificial Intelligence",1600,81.2,50,0
STU_05052,"Deep Learning, Cloud Computing, Data Visualization",873,95.9,31,1
STU_05053,"Cyber Security, Cloud Computing, Artificial Intelligence",609,50.8,14,0
STU_05054,Cloud Computing,1294,70.2,47,1
STU_05055,Blockchain,1696,87.1,71,1
STU_05056,"Deep Learning, Artificial Intelligence, Machine Learning",930,67.6,37,0
STU_05057,"Python Programming, Deep Learning, Machine Learning",1590,71.6,53,1
STU_05058,"Data Visualization, Machine Learning",1804,82.1,28,0
STU_05059,"Blockchain, Deep Learning, Python Programming, Machine Learning",1299,91.4,47,1
STU_05060,"Artificial Intelligence, Machine Learning",232,40.0,6,0
STU_05061,"Deep Learning, Machine Learning, Blockchain",479,78.8,4,0
STU_05062,"Blockchain, Data Visualization",410,76.1,16,0
STU_05063,"Python Programming, Cyber Security, Machine Learning",1488,77.4,73,0
STU_05064,"Web Development, Data Visualization",999,92.9,71,1
STU_05065,"Cloud Computing, Data Science",244,49.0,12,0
STU_05066,"Python Programming, Data Visualization, Web Development",75,62.2,13,0
STU_05067,"Web Development, Artificial Intelligence, Blockchain, Data Visualization",1374,73.0,62,1
STU_05068,"Cloud Computing, Data Science",1281,86.8,50,1
STU_05069,"Data Visualization, Python Programming, Blockchain",144,66.3,9,0
STU_05070,"Blockchain, Data Visualization, Deep Learning",1542,92.8,55,1
STU_05071,"Python Programming, Deep Learning, Data Science, Machine Learning",1499,97.6,40,0
STU_05072,Data Science,222,52.3,4,0
STU_05073,Python Programming,287,52.8,12,0
STU_05074,"Deep Learning, Data Science, Python Programming, Cyber Security",1355,70.0,36,1
STU_05075,"Artificial Intelligence, Blockchain, Data Science",439,45.8,17,1
STU_05076,"Cloud Computing, Python Programming",324,97.6,11,0
STU_05077,"Web Development, Data Science, Blockchain, Deep Learning, Machine Learning",326,53.6,13,0
STU_05078,"Python Programming, Machine Learning, Web Development",1447,70.8,53,1
STU_05079,"Artificial Intelligence, Cloud Computing",1322,91.6,52,1
STU_05080,"Web Development, Machine Learning",106,56.7,3,0
STU_05081,"Deep Learning, Data Science, Machine Learning",1177,75.9,36,1
STU_05082,"Artificial Intelligence, Data Science",316,62.5,7,0
STU_05083,"Deep Learning, Data Visualization",442,45.4,4,0
STU_05084,"Data Science, Blockchain",237,48.1,10,0
STU_05085,"Cloud Computing, Cyber Security, Data Visualization",1559,94.8,22,1
STU_05086,"Web Development, Blockchain, Data Visualization",1558,100.0,32,1
STU_05087,"Python Programming, Deep Learning, Artificial Intelligence, Machine Learning",1268,78.4,29,1
STU_05088,"Artificial Intelligence, Cloud Computing, Deep Learning, Machine Learning",1638,81.7,50,1
STU_05089,"Deep Learning, Data Visualization, Machine Learning, Data Science",1709,80.5,45,1
STU_05090,"Data Visualization, Deep Learning",1608,83.9,47,0
STU_05091,"Cyber Security, Data Visualization",1486,81.3,38,1
STU_05092,"Artificial Intelligence, Blockchain, Python Programming, Cloud Computing, Web Development",1383,90.7,34,1
STU_05093,"Cyber Security, Deep Learning, Machine Learning",1225,87.9,29,1
STU_05094,"Deep Learning, Data Science, Cloud Computing, Artificial Intelligence",1408,93.5,50,1
STU_05095,"Data Visualization, Web Development, Deep Learning, Cyber Security, Machine Learning",351,59.3,1,0
STU_05096,"Data Visualization, Data Science, Deep Learning",470,39.2,6,0
STU_05097,"Data Visualization, Cyber Security",1174,70.0,61,1
STU_05098,"Machine Learning, Deep Learning, Cyber Security, Python Programming",222,57.1,11,0
STU_05099,"Data Visualization, Artificial Intelligence",1187,90.2,43,1
STU_05100,"Artificial Intelligence, Deep Learning, Cloud Computing, Machine Learning",1546,100.0,30,1
STU_05101,"Deep Learning, Blockchain",201,74.3,4,0
STU_05102,"Data Visualization, Machine Learning, Web Development",1505,100.0,30,1
STU_05103,"Web Development, Cyber Security, Artificial Intelligence, Cloud Computing",1399,97.3,44,1
STU_05104,Blockchain,636,81.8,25,0
STU_05105,"Machine Learning, Deep Learning, Artificial Intelligence, Blockchain",1967,79.0,39,0
STU_05106,"Data Visualization, Blockchain, Artificial Intelligence",1423,81.7,50,0
STU_05107,"Artificial Intelligence, Python Programming",996,69.8,75,1
STU_05108,"Data Science, Data Visualization, Python Programming, Artificial Intelligence",892,94.0,38,1
STU_05109,Python Programming,1201,79.1,42,1
STU_05110,"Web Development, Data Visualization, Cyber Security, Cloud Computing",1017,93.0,29,0
STU_05111,"Data Science, Data Visualization",1221,79.2,40,1
STU_05112,"Machine Learning, Data Science, Web Development",1550,86.3,47,1
STU_05113,"Artificial Intelligence, Cloud Computing",1204,100.0,44,1
STU_05114,Data Science,552,50.3,23,0
STU_05115,"Data Science, Web Development, Data Visualization",606,64.3,86,1
STU_05116,"Data Visualization, Artificial Intelligence, Blockchain, Cloud Computing, Python Programming",1837,71.9,58,1
STU_05117,"Web Development, Cloud Computing, Python Programming",518,74.9,3,0
STU_05118,Cloud Computing,1297,76.7,17,1
STU_05119,Machine Learning,220,71.0,9,0
STU_05120,"Data Visualization, Cloud Computing",992,92.3,42,0
STU_05121,"Data Visualization, Cyber Security",1117,79.3,24,0
STU_05122,"Blockchain, Artificial Intelligence",298,64.9,2,0
STU_05123,"Machine Learning, Python Programming",372,66.5,11,0
STU_05124,Data Science,179,44.0,7,0
STU_05125,"Python Programming, Machine Learning",1531,100.0,31,1
STU_05126,Web Development,1149,88.3,45,1
STU_05127,"Python Programming, Machine Learning, Artificial Intelligence",288,64.4,10,0
STU_05128,"Cloud Computing, Artificial Intelligence, Cyber Security",340,94.5,39,1
STU_05129,Cyber Security,1356,56.5,22,1
STU_05130,"Cloud Computing, Blockchain",1416,100.0,42,1
STU_05131,"Web Development, Blockchain, Cloud Computing",175,73.7,6,0
STU_05132,"Machine Learning, Data Visualization",1013,96.6,42,1
STU_05133,"Machine Learning, Cloud Computing, Web Development",231,65.6,2,0
STU_05134,Cloud Computing,1405,76.7,51,1
STU_05135,"Machine Learning, Python Programming, Blockchain",1531,90.3,50,1
STU_05136,"Data Science, Python Programming, Web Development, Cloud Computing, Data Visualization",1061,89.5,54,1
STU_05137,"Data Visualization, Machine Learning, Web Development",1682,79.5,57,1
STU_05138,"Machine Learning, Python Programming, Artificial Intelligence",509,39.6,9,0
STU_05139,"Artificial Intelligence, Cloud Computing, Deep Learning, Machine Learning",193,33.3,9,0
STU_05140,"Python Programming, Artificial Intelligence, Deep Learning, Machine Learning",275,51.2,10,0
STU_05141,"Cyber Security, Machine Learning",1140,66.5,55,1
STU_05142,Web Development,277,67.8,12,1
STU_05143,"Data Visualization, Python Programming, Machine Learning, Data Science, Artificial Intelligence",319,35.3,9,0
STU_05144,Machine Learning,1018,100.0,72,1
STU_05145,"Data Science, Machine Learning, Cloud Computing, Data Visualization, Python Programming",811,94.5,37,1
STU_05146,"Cyber Security, Python Programming, Data Science",1092,94.0,68,1
STU_05147,Machine Learning,402,73.9,10,0
STU_05148,"Blockchain, Cyber Security",1341,73.6,38,1
STU_05149,"Data Science, Cyber Security, Machine Learning",922,91.4,42,1
STU_05150,"Data Visualization, Cyber Security",1268,78.7,20,1
STU_05151,"Data Visualization, Cloud Computing, Web Development",269,58.6,4,0
STU_05152,"Blockchain, Machine Learning, Python Programming, Deep Learning, Artificial Intelligence",502,37.1,10,1
STU_05153,Data Visualization,460,68.7,19,0
STU_05154,"Cloud Computing, Data Science, Artificial Intelligence",1068,97.7,70,1
STU_05155,"Cloud Computing, Python Programming, Machine Learning",1007,76.7,17,0
STU_05156,"Deep Learning, Artificial Intelligence, Web Development, Machine Learning",596,74.4,38,1
STU_05157,"Data Science, Data Visualization",404,42.1,19,0
STU_05158,"Deep Learning, Web Development, Machine Learning",260,67.7,11,0
STU_05159,"Cyber Security, Cloud Computing, Machine Learning",334,77.4,6,0
STU_05160,"Cloud Computing, Cyber Security, Machine Learning, Deep Learning",810,86.3,35,1
STU_05161,"Web Development, Cloud Computing",1470,82.3,49,1
STU_05162,"Deep Learning, Data Visualization, Machine Learning",460,17.6,6,0
STU_05163,"Web Development, Artificial Intelligence",1230,75.6,60,0
STU_05164,"Machine Learning, Deep Learning",817,78.8,43,1
STU_05165,"Data Visualization, Artificial Intelligence, Deep Learning, Data Science, Cloud Computing, Machine Learning",233,55.1,15,1
STU_05166,"Cyber Security, Machine Learning, Web Development",317,43.5,12,0
STU_05167,"Deep Learning, Data Visualization, Web Development, Machine Learning",360,77.3,8,0
STU_05168,"Python Programming, Web Development",383,59.8,14,1
STU_05169,Cloud Computing,440,49.2,12,0
STU_05170,"Data Visualization, Blockchain, Web Development, Cyber Security",264,96.8,14,0
STU_05171,"Blockchain, Cyber Security",1412,79.3,44,1
STU_05172,"Python Programming, Web Development, Data Visualization",907,85.5,30,1
STU_05173,"Cloud Computing, Machine Learning, Cyber Security",172,66.6,12,0
STU_05174,"Cyber Security, Data Visualization, Data Science, Machine Learning, Cloud Computing",681,93.3,53,1
STU_05175,Data Science,252,52.9,10,0
STU_05176,Data Science,295,53.0,10,0
STU_05177,"Cloud Computing, Python Programming, Web Development",1102,82.3,62,1
STU_05178,Blockchain,195,56.2,12,1
STU_05179,"Web Development, Cloud Computing, Python Programming",159,61.0,4,0
STU_05180,"Blockchain, Cloud Computing",1278,100.0,74,1
STU_05181,Artificial Intelligence,240,58.2,9,0
STU_05182,"Machine Learning, Artificial Intelligence",47,41.8,11,0
STU_05183,"Deep Learning, Machine Learning",1261,80.5,81,1
STU_05184,"Data Science, Web Development, Blockchain, Data Visualization",281,51.0,18,1
STU_05185,"Cloud Computing, Machine Learning, Deep Learning, Artificial Intelligence, Web Development",902,83.9,17,1
STU_05186,"Cyber Security, Blockchain, Artificial Intelligence",373,31.8,11,1
STU_05187,"Python Programming, Machine Learning, Web Development",955,93.9,23,1
STU_05188,"Cloud Computing, Deep Learning, Artificial Intelligence, Data Science, Machine Learning",190,64.6,11,0
STU_05189,"Blockchain, Machine Learning",1236,72.7,43,1
STU_05190,"Cyber Security, Blockchain, Data Visualization, Web Development, Artificial Intelligence",336,45.5,5,1
STU_05191,"Data Science, Blockchain",530,38.6,10,0
STU_05192,"Blockchain, Web Development, Artificial Intelligence",348,58.4,6,0
STU_05193,"Deep Learning, Cyber Security",1121,94.0,28,1
STU_05194,"Python Programming, Artificial Intelligence",1416,70.2,30,1
STU_05195,"Machine Learning, Data Science",316,98.1,23,0
STU_05196,"Web Development, Cyber Security",251,55.5,20,1
STU_05197,"Artificial Intelligence, Data Visualization",1363,92.8,61,0
STU_05198,"Deep Learning, Blockchain, Web Development, Data Science",1100,70.2,47,1
STU_05199,"Cloud Computing, Python Programming, Web Development, Machine Learning",1558,75.9,48,1
STU_05200,"Data Visualization, Web Development, Python Programming, Deep Learning, Data Science, Machine Learning",397,61.3,10,0
STU_05201,"Blockchain, Data Visualization, Python Programming",185,37.0,20,0
STU_05202,Data Visualization,328,56.8,6,0
STU_05203,"Artificial Intelligence, Cyber Security, Cloud Computing, Data Science",1515,85.8,53,0
STU_05204,"Data Visualization, Deep Learning, Machine Learning",867,78.5,19,1
STU_05205,"Data Visualization, Blockchain",345,28.5,14,0
STU_05206,"Blockchain, Python Programming, Data Science, Cyber Security",516,59.1,16,0
STU_05207,"Cloud Computing, Artificial Intelligence",1757,80.3,54,1
STU_05208,Web Development,658,53.0,7,0
STU_05209,"Data Visualization, Cloud Computing",384,87.6,6,0
STU_05210,"Cyber Security, Data Science",665,52.5,11,1
STU_05211,"Python Programming, Blockchain, Cloud Computing",1677,80.4,51,1
STU_05212,"Data Science, Cloud Computing",51,67.0,8,0
STU_05213,"Python Programming, Web Development, Cloud Computing, Blockchain",719,86.0,53,1
STU_05214,"Machine Learning, Deep Learning",217,74.4,3,1
STU_05215,"Data Visualization, Machine Learning, Deep Learning, Cloud Computing, Data Science",358,78.4,12,0
STU_05216,"Web Development, Python Programming",361,65.5,21,0
STU_05217,"Web Development, Data Visualization, Python Programming",255,67.1,8,0
STU_05218,"Cyber Security, Python Programming",84,68.9,9,0
STU_05219,"Artificial Intelligence, Data Science, Deep Learning",267,58.5,11,0
STU_05220,Artificial Intelligence,1453,89.7,47,1
STU_05221,Blockchain,1439,86.6,12,1
STU_05222,"Data Visualization, Artificial Intelligence, Python Programming",247,19.5,10,1
STU_05223,"Data Science, Data Visualization",309,71.1,1,1
STU_05224,Web Development,998,91.7,44,1
STU_05225,"Machine Learning, Cyber Security, Cloud Computing",972,88.3,43,1
STU_05226,"Data Science, Python Programming, Cloud Computing, Blockchain, Artificial Intelligence",855,93.7,40,1
STU_05227,Data Science,1624,100.0,36,1
STU_05228,"Artificial Intelligence, Data Science, Data Visualization, Web Development",1011,100.0,80,1
STU_05229,"Python Programming, Data Visualization, Artificial Intelligence, Machine Learning",1216,91.4,47,1
STU_05230,"Artificial Intelligence, Machine Learning",1291,87.1,53,1
STU_05231,"Blockchain, Python Programming",164,79.8,11,0
